gameid,url,league,split,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
ESPORTSTMNT04/1220913,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220913?gameHash=7682a40f8eede321,TCL,2020-2,6/14/2020 12:47,1,10.11,9,Red,bot,Rhioni,Team AURORA,Ezreal,Trundle,Syndra,Aphelios,Graves,Ornn,2464,0,6,3,0,11,20,1,0,0,0,0,0,0,0,0.2679,0.7549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,26838,653.5227,0.396028,17,0.414,13,0.3166,5,41,0.9984,18275,12973,315.901,0.319889,16830,NULL,402,367,35,25,6,9.789,3187,3280,84,3434,3326,88,-247,-46,-4,5560,5574,137,4831,4892,122,729,682,15
ESPORTSTMNT04/1220913,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220913?gameHash=7682a40f8eede321,TCL,2020-2,6/14/2020 12:47,1,10.11,10,Red,sup,Sparz,Team AURORA,Nautilus,Trundle,Syndra,Aphelios,Graves,Ornn,2464,0,1,6,4,11,20,0,0,0,0,0,0,0,0,0.2679,0.7549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6522,158.8149,0.0962401,73,1.7776,16,0.3896,22,100,2.4351,8679,3377,82.2321,0.0832673,8450,NULL,42,42,0,0,0,1.0227,2410,2475,12,2061,2564,11,349,-89,1,3575,3627,17,3086,3863,19,489,-236,-2
ESPORTSTMNT04/1220913,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220913?gameHash=7682a40f8eede321,TCL,2020-2,6/14/2020 12:47,1,10.11,100,Blue,team,,Galatasaray Esports,,Urgot,Sett,Kalista,Corki,Orianna,2464,1,20,11,46,20,11,3,1,0,0,0,NULL,NULL,NULL,0.487,0.7549,1,8,6,4,3,0,3,1,0,4,0,0,1,1,1,2,0,0,9,4,0,0,2,0,96349,2346.1607,NULL,131,3.1899,97,2.362,52,382,9.3019,79767,53256,1296.8182,NULL,72958,0.105448,NULL,1104,274,159,41,33.5552,15283,17777,321,15344,18204,286,-61,-427,35,23598,27996,492,23956,29511,486,-358,-1515,6
ESPORTSTMNT04/1220913,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220913?gameHash=7682a40f8eede321,TCL,2020-2,6/14/2020 12:47,1,10.11,200,Red,team,,Team AURORA,,Trundle,Syndra,Aphelios,Graves,Ornn,2464,0,11,20,17,11,20,1,0,0,0,1,NULL,NULL,NULL,0.2679,0.7549,0,6,8,3,4,0,2,0,1,3,0,0,1,1,0,0,2,1,4,9,1,1,0,2,67768,1650.1948,NULL,162,3.9448,49,1.1932,52,293,7.1347,67065,40554,987.5162,NULL,65650,-0.105448,NULL,1002,280,177,34,31.2175,15344,18204,286,15283,17777,321,61,427,-35,23956,29511,486,23598,27996,492,358,1515,-6
ESPORTSTMNT04/1220920,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220920?gameHash=2b851c88cf566cb3,TCL,2020-2,6/14/2020 13:50,1,10.11,1,Blue,top,Skewer,Papara SuperMassive,Ornn,Renekton,Zoe,Trundle,Azir,Mordekaiser,1781,0,1,4,0,1,7,0,0,0,0,0,0,0,1,0.0337,0.2695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,4865,163.8967,0.141314,10,0.3369,1,0.0337,3,12,0.4043,7624,3715,125.1544,0.162933,7745,NULL,146,146,0,0,0,4.9186,2475,3603,43,4432,4750,94,-1957,-1147,-51,3778,5799,76,7234,6783,141,-3456,-984,-65
ESPORTSTMNT04/1220920,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220920?gameHash=2b851c88cf566cb3,TCL,2020-2,6/14/2020 13:50,1,10.11,2,Blue,jng,Kituruken,Papara SuperMassive,Graves,Renekton,Zoe,Trundle,Azir,Mordekaiser,1781,0,0,2,1,1,7,0,0,0,0,0,0,0,0,0.0337,0.2695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3590,120.9433,0.104279,10,0.3369,8,0.2695,10,29,0.977,7890,3981,134.1157,0.174599,7875,NULL,165,48,117,88,12,5.5587,2988,3388,65,3013,2740,43,-25,648,22,4230,4891,92,4588,4174,64,-358,717,28
ESPORTSTMNT04/1220920,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220920?gameHash=2b851c88cf566cb3,TCL,2020-2,6/14/2020 13:50,1,10.11,3,Blue,mid,Rhemio,Papara SuperMassive,Corki,Renekton,Zoe,Trundle,Azir,Mordekaiser,1781,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0.0337,0.2695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5602,188.7254,0.162721,14,0.4716,4,0.1348,5,26,0.8759,10578,6669,224.6715,0.292484,11008,NULL,272,259,13,10,0,9.1634,3332,4701,88,3342,4383,86,-10,318,2,5138,7226,140,5629,7251,145,-491,-25,-5
ESPORTSTMNT04/1220920,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220920?gameHash=2b851c88cf566cb3,TCL,2020-2,6/14/2020 13:50,1,10.11,4,Blue,bot,Coldraa,Papara SuperMassive,Aphelios,Renekton,Zoe,Trundle,Azir,Mordekaiser,1781,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0.0337,0.2695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,16120,543.0657,0.468237,9,0.3032,5,0.1684,3,22,0.7412,10741,6832,230.1628,0.299632,10955,NULL,285,275,10,10,0,9.6013,3426,3219,93,2026,2534,4,1400,685,89,5270,5605,143,3307,3580,4,1963,2025,139
ESPORTSTMNT04/1220920,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220920?gameHash=2b851c88cf566cb3,TCL,2020-2,6/14/2020 13:50,1,10.11,5,Blue,sup,Fastlegged,Papara SuperMassive,Lulu,Renekton,Zoe,Trundle,Azir,Mordekaiser,1781,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0.0337,0.2695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4250,143.178,0.12345,21,0.7075,5,0.1684,7,44,1.4823,5513,1604,54.0371,0.0703523,4525,NULL,6,6,0,0,0,0.2021,2059,2971,2,2646,2724,55,-587,247,-53,2940,4080,3,4405,5002,102,-1465,-922,-99
ESPORTSTMNT04/1220920,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220920?gameHash=2b851c88cf566cb3,TCL,2020-2,6/14/2020 13:50,1,10.11,6,Red,top,Oncan,5 Ronin,Kalista,Varus,Syndra,Thresh,Braum,Nautilus,1781,1,2,0,3,7,1,0,0,0,0,1,1,0,0,0.2358,0.2695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,7711,259.7754,0.26422,4,0.1348,1,0.0337,3,14,0.4716,14116,10207,343.863,0.300566,12025,NULL,286,246,40,18,9,9.635,4432,4750,94,2475,3603,43,1957,1147,51,7234,6783,141,3778,5799,76,3456,984,65
ESPORTSTMNT04/1220920,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220920?gameHash=2b851c88cf566cb3,TCL,2020-2,6/14/2020 13:50,1,10.11,7,Red,jng,Robin,5 Ronin,Elise,Varus,Syndra,Thresh,Braum,Nautilus,1781,1,1,1,2,7,1,0,0,0,0,1,0,1,0,0.2358,0.2695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5531,186.3335,0.189522,10,0.3369,11,0.3706,11,47,1.5834,8927,5018,169.0511,0.147768,8425,NULL,112,20,92,33,20,3.7732,3013,2740,43,2988,3388,65,25,-648,-22,4588,4174,64,4230,4891,92,358,-717,-28
ESPORTSTMNT04/1220920,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220920?gameHash=2b851c88cf566cb3,TCL,2020-2,6/14/2020 13:50,1,10.11,8,Red,mid,Umut,5 Ronin,Cassiopeia,Varus,Syndra,Thresh,Braum,Nautilus,1781,1,4,0,1,7,1,1,1,0,0,0,0,0,0,0.2358,0.2695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,9266,312.1617,0.317503,12,0.4043,3,0.1011,5,22,0.7412,13535,9626,324.2897,0.283457,12825,NULL,306,244,62,33,12,10.3088,3342,4383,86,3332,4701,88,10,-318,-2,5629,7251,145,5138,7226,140,491,25,5
ESPORTSTMNT04/1220920,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220920?gameHash=2b851c88cf566cb3,TCL,2020-2,6/14/2020 13:50,1,10.11,9,Red,bot,Husky Rider,5 Ronin,Senna,Varus,Syndra,Thresh,Braum,Nautilus,1781,1,0,0,5,7,1,0,0,0,0,0,0,0,0,0.2358,0.2695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3416,115.0814,0.11705,27,0.9096,8,0.2695,7,63,2.1224,7608,3699,124.6154,0.108928,6175,NULL,17,17,0,0,0,0.5727,2026,2534,4,3426,3219,93,-1400,-685,-89,3307,3580,4,5270,5605,143,-1963,-2025,-139
ESPORTSTMNT04/1220920,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220920?gameHash=2b851c88cf566cb3,TCL,2020-2,6/14/2020 13:50,1,10.11,10,Red,sup,Brolia,5 Ronin,Sett,Varus,Syndra,Thresh,Braum,Nautilus,1781,1,0,0,3,7,1,0,0,0,0,0,0,0,0,0.2358,0.2695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3260,109.8259,0.111705,19,0.6401,6,0.2021,9,32,1.078,9318,5409,182.2235,0.159281,8925,NULL,184,184,0,0,0,6.1988,2646,2724,55,2059,2971,2,587,-247,53,4405,5002,102,2940,4080,3,1465,922,99
ESPORTSTMNT04/1220920,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220920?gameHash=2b851c88cf566cb3,TCL,2020-2,6/14/2020 13:50,1,10.11,100,Blue,team,,Papara SuperMassive,,Renekton,Zoe,Trundle,Azir,Mordekaiser,1781,0,1,7,3,1,7,0,0,0,0,0,NULL,NULL,NULL,0.0337,0.2695,1,2,6,1,3,0,1,0,0,1,0,0,0,2,0,0,2,0,1,10,0,0,0,2,34427,1159.8091,NULL,64,2.1561,23,0.7748,28,133,4.4806,42346,22802,768.1752,NULL,42108,-0.138523,NULL,734,140,108,12,29.4441,14280,17882,291,15459,17131,282,-1179,751,9,21356,27601,454,25163,26790,456,-3807,811,-2
ESPORTSTMNT04/1220920,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220920?gameHash=2b851c88cf566cb3,TCL,2020-2,6/14/2020 13:50,1,10.11,200,Red,team,,5 Ronin,,Varus,Syndra,Thresh,Braum,Nautilus,1781,1,7,1,14,7,1,1,1,0,0,1,NULL,NULL,NULL,0.2358,0.2695,0,6,2,3,1,0,0,2,1,3,0,0,2,0,1,2,0,1,10,1,1,1,2,0,29184,983.178,NULL,72,2.4256,29,0.977,35,178,5.9966,53504,33960,1144.0764,NULL,48375,0.138523,NULL,711,194,84,41,30.4885,15459,17131,282,14280,17882,291,1179,-751,-9,25163,26790,456,21356,27601,454,3807,-811,2
ESPORTSTMNT04/1230869,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230869?gameHash=57396a9105e996df,LEC,2020-2,6/14/2020 14:13,1,10.11,1,Blue,top,Jenax,SK Gaming,Karma,Kalista,Yuumi,Syndra,Lee Sin,Malphite,1639,0,0,5,1,5,18,0,0,0,0,0,0,0,1,0.183,0.842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,8654,316.8029,0.179767,14,0.5125,5,0.183,6,26,0.9518,8028,4409,161.4033,0.181291,7910,NULL,204,203,1,0,0,7.468,3078,4682,80,3157,4844,79,-79,-162,1,4772,7131,126,5830,7567,129,-1058,-436,-3
ESPORTSTMNT04/1230869,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230869?gameHash=57396a9105e996df,LEC,2020-2,6/14/2020 14:13,1,10.11,2,Blue,jng,Trick,SK Gaming,Sett,Kalista,Yuumi,Syndra,Lee Sin,Malphite,1639,0,0,3,4,5,18,0,0,0,0,0,0,0,0,0.183,0.842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5366,196.4369,0.111467,7,0.2563,4,0.1464,6,22,0.8054,7628,4009,146.7602,0.164843,7550,NULL,152,27,125,83,4,5.5644,2786,2955,54,3070,3155,62,-284,-200,-8,4602,5626,98,4827,5148,88,-225,478,10
ESPORTSTMNT04/1230869,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230869?gameHash=57396a9105e996df,LEC,2020-2,6/14/2020 14:13,1,10.11,3,Blue,mid,ZaZee,SK Gaming,Corki,Kalista,Yuumi,Syndra,Lee Sin,Malphite,1639,0,3,2,2,5,18,0,0,0,0,0,0,0,0,0.183,0.842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,14473,529.8231,0.300644,13,0.4759,3,0.1098,7,23,0.842,11409,7790,285.1739,0.320316,10758,NULL,253,221,32,32,0,9.2617,3589,4702,97,3828,4686,94,-239,16,3,5803,6964,146,6684,7553,142,-881,-589,4
ESPORTSTMNT04/1230869,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230869?gameHash=57396a9105e996df,LEC,2020-2,6/14/2020 14:13,1,10.11,4,Blue,bot,Crownshot,SK Gaming,Varus,Kalista,Yuumi,Syndra,Lee Sin,Malphite,1639,0,2,5,1,5,18,0,0,0,0,0,0,0,0,0.183,0.842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,13758,503.6486,0.285791,10,0.3661,3,0.1098,4,22,0.8054,9575,5956,218.0354,0.244903,9200,NULL,222,216,6,0,0,8.1269,3582,3756,97,2385,2547,6,1197,1209,91,4879,5255,127,4114,4357,11,765,898,116
ESPORTSTMNT04/1230869,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230869?gameHash=57396a9105e996df,LEC,2020-2,6/14/2020 14:13,1,10.11,5,Blue,sup,LIMIT,SK Gaming,Bard,Kalista,Yuumi,Syndra,Lee Sin,Malphite,1639,0,0,3,5,5,18,0,0,0,0,0,0,0,0,0.183,0.842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5889,215.5827,0.122331,63,2.3063,15,0.5491,11,101,3.6974,5775,2156,78.9262,0.0886477,5675,NULL,42,42,0,0,0,1.5375,2132,2509,14,3149,3702,82,-1017,-1193,-68,3233,3790,24,4971,6037,124,-1738,-2247,-100
ESPORTSTMNT04/1230869,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230869?gameHash=57396a9105e996df,LEC,2020-2,6/14/2020 14:13,1,10.11,6,Red,top,Orome,MAD Lions,Maokai,Thresh,Ornn,LeBlanc,Gangplank,Aatrox,1639,1,4,0,10,18,5,0,0,0,0,1,0,1,0,0.6589,0.842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,12195,446.4308,0.203688,13,0.4759,4,0.1464,6,24,0.8786,10998,7379,270.1281,0.218521,9350,NULL,201,201,0,0,0,7.3581,3157,4844,79,3078,4682,80,79,162,-1,5830,7567,129,4772,7131,126,1058,436,3
ESPORTSTMNT04/1230869,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230869?gameHash=57396a9105e996df,LEC,2020-2,6/14/2020 14:13,1,10.11,7,Red,jng,Shad0w,MAD Lions,Trundle,Thresh,Ornn,LeBlanc,Gangplank,Aatrox,1639,1,2,0,12,18,5,0,0,0,0,1,0,1,0,0.6589,0.842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6448,236.0464,0.107698,11,0.4027,23,0.842,11,52,1.9036,9028,5409,198.011,0.16018,8225,NULL,140,31,109,81,6,5.1251,3070,3155,62,2786,2955,54,284,200,8,4827,5148,88,4602,5626,98,225,-478,-10
ESPORTSTMNT04/1230869,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230869?gameHash=57396a9105e996df,LEC,2020-2,6/14/2020 14:13,1,10.11,8,Red,mid,Humanoid,MAD Lions,Azir,Thresh,Ornn,LeBlanc,Gangplank,Aatrox,1639,1,4,2,6,18,5,0,0,0,0,1,1,0,0,0.6589,0.842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,20138,737.2056,0.336356,12,0.4393,7,0.2563,6,28,1.025,12572,8953,327.7486,0.265134,11200,NULL,275,237,38,32,2,10.0671,3828,4686,94,3589,4702,97,239,-16,-3,6684,7553,142,5803,6964,146,881,589,-4
ESPORTSTMNT04/1230869,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230869?gameHash=57396a9105e996df,LEC,2020-2,6/14/2020 14:13,1,10.11,9,Red,bot,Carzzy,MAD Lions,Senna,Thresh,Ornn,LeBlanc,Gangplank,Aatrox,1639,1,5,2,11,18,5,1,1,0,0,1,0,1,0,0.6589,0.842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11358,415.7901,0.189708,32,1.1714,8,0.2929,6,50,1.8304,9266,5647,206.7236,0.167229,8250,NULL,37,29,8,0,0,1.3545,2385,2547,6,3582,3756,97,-1197,-1209,-91,4114,4357,11,4879,5255,127,-765,-898,-116
ESPORTSTMNT04/1230869,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230869?gameHash=57396a9105e996df,LEC,2020-2,6/14/2020 14:13,1,10.11,10,Red,sup,Kaiser,MAD Lions,Wukong,Thresh,Ornn,LeBlanc,Gangplank,Aatrox,1639,1,3,1,7,18,5,0,0,0,0,0,0,0,0,0.6589,0.842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,9732,356.266,0.162549,10,0.3661,4,0.1464,5,29,1.0616,9999,6380,233.557,0.188936,9008,NULL,197,187,10,6,4,7.2117,3149,3702,82,2132,2509,14,1017,1193,68,4971,6037,124,3233,3790,24,1738,2247,100
ESPORTSTMNT04/1230869,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230869?gameHash=57396a9105e996df,LEC,2020-2,6/14/2020 14:13,1,10.11,100,Blue,team,,SK Gaming,,Kalista,Yuumi,Syndra,Lee Sin,Malphite,1639,0,5,18,13,5,18,0,0,0,0,0,NULL,NULL,NULL,0.183,0.842,1,2,6,1,3,0,0,1,0,1,0,0,1,1,0,0,1,0,2,7,1,0,0,1,48140,1762.2941,NULL,107,3.917,30,1.0982,34,194,7.1019,42415,24319,890.2624,NULL,41093,-0.113399,NULL,709,164,115,4,31.9585,15167,18604,342,15589,18934,323,-422,-330,19,23289,28766,521,26426,30662,494,-3137,-1896,27
ESPORTSTMNT04/1230869,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230869?gameHash=57396a9105e996df,LEC,2020-2,6/14/2020 14:13,1,10.11,200,Red,team,,MAD Lions,,Thresh,Ornn,LeBlanc,Gangplank,Aatrox,1639,1,18,5,46,18,5,1,1,0,0,1,NULL,NULL,NULL,0.6589,0.842,0,6,2,3,1,0,1,0,2,3,0,0,1,1,1,1,0,1,7,2,0,1,1,0,59871,2191.7389,NULL,78,2.8554,46,1.684,34,183,6.6992,51863,33767,1236.1318,NULL,46033,0.113399,NULL,685,165,119,12,31.1165,15589,18934,323,15167,18604,342,422,330,-19,26426,30662,494,23289,28766,521,3137,1896,-27
ESPORTSTMNT04/1220934,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220934?gameHash=80f1c286e9af448f,TCL,2020-2,6/14/2020 15:05,1,10.11,1,Blue,top,Novachrono,Beşiktaş Esports,Ornn,Kalista,Nautilus,Graves,Gangplank,Vladimir,2756,1,1,7,7,14,12,0,0,0,0,0,0,0,1,0.3048,0.566,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,20048,436.4586,0.215375,28,0.6096,5,0.1089,10,48,1.045,15813,9915,215.8563,0.189551,14900,NULL,320,299,21,9,4,6.9666,3086,4439,78,3350,4569,82,-264,-130,-4,4664,6915,122,5647,7228,131,-983,-313,-9
ESPORTSTMNT04/1220934,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220934?gameHash=80f1c286e9af448f,TCL,2020-2,6/14/2020 15:05,1,10.11,2,Blue,jng,Elramir,Beşiktaş Esports,Trundle,Kalista,Nautilus,Graves,Gangplank,Vladimir,2756,1,3,2,7,14,12,0,0,0,0,0,0,0,0,0.3048,0.566,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5097,110.9652,0.054757,24,0.5225,38,0.8273,22,119,2.5907,14797,8899,193.7373,0.170127,13150,NULL,205,53,152,86,15,4.463,3062,3332,68,3490,3318,60,-428,14,8,4886,5113,97,5358,4965,83,-472,148,14
ESPORTSTMNT04/1220934,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220934?gameHash=80f1c286e9af448f,TCL,2020-2,6/14/2020 15:05,1,10.11,3,Blue,mid,stillnumb,Beşiktaş Esports,Ekko,Kalista,Nautilus,Graves,Gangplank,Vladimir,2756,1,5,1,6,14,12,1,0,0,0,0,0,0,0,0.3048,0.566,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,24716,538.0842,0.265524,13,0.283,10,0.2177,11,40,0.8708,19538,13640,296.9521,0.260762,19175,NULL,426,340,86,69,7,9.2743,3290,5071,93,3469,5065,99,-179,6,-6,5090,7698,147,5214,7622,140,-124,76,7
ESPORTSTMNT04/1220934,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220934?gameHash=80f1c286e9af448f,TCL,2020-2,6/14/2020 15:05,1,10.11,4,Blue,bot,Rate,Beşiktaş Esports,Ezreal,Kalista,Nautilus,Graves,Gangplank,Vladimir,2756,1,4,1,9,14,12,1,0,0,0,0,0,0,0,0.3048,0.566,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,40164,874.3977,0.431481,21,0.4572,9,0.1959,8,44,0.9579,21013,15115,329.0639,0.28896,18380,NULL,463,395,68,47,10,10.0798,3297,3645,90,3662,3416,92,-365,229,-2,5903,5985,151,5754,5703,158,149,282,-7
ESPORTSTMNT04/1220934,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1220934?gameHash=80f1c286e9af448f,TCL,2020-2,6/14/2020 15:05,1,10.11,5,Blue,sup,Efias,Beşiktaş Esports,Thresh,Kalista,Nautilus,Graves,Gangplank,Vladimir,2756,1,1,1,11,14,12,0,0,0,0,0,0,0,0,0.3048,0.566,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3059,66.5965,0.0328628,69,1.5022,11,0.2395,20,126,2.7431,10637,4739,103.1713,0.0905997,10150,NULL,35,35,0,0,0,0.762,2055,2179,11,2550,3069,13,-495,-890,-2,3204,3463,25,3699,4517,20,-495,-1054,5
